x,y,foregroundColor,backgroundColor,character
37,10,#2B1F10,reset,█
38,10,#2B2AC8,reset,█
39,10,#2B3680,reset,█
40,10,#2B4238,reset,█
41,10,#2B4DF0,reset,█
42,10,#2B59A8,reset,█
43,10,#2B6560,reset,█
44,10,#2B7118,reset,█
45,10,#2B7CD0,reset,█
46,10,#2B8888,reset,█
47,10,#2B9440,reset,█
48,10,#2B9FF8,reset,█
49,10,#2BABB0,reset,█
50,10,#2BB768,reset,█
51,10,#2BC320,reset,█
52,10,#2BCED8,reset,█
53,10,#2BDA90,reset,█
54,10,#2BE648,reset,█
55,10,#2BF200,reset,█
56,10,#2BFDB8,reset,█
57,10,#2C0970,reset,█
58,10,#2C1528,reset,█
59,10,#2C20E0,reset,█
60,10,#2C2C98,reset,█
61,10,#2C3850,reset,█
62,10,#2C4408,reset,█
63,10,#2C4FC0,reset,█
64,10,#2C5B78,reset,█
65,10,#2C6730,reset,█
66,10,#2C72E8,reset,█
67,10,#2C7EA0,reset,█
68,10,#2C8A58,reset,█
69,10,#2C9610,reset,█
70,10,#2CA1C8,reset,█
71,10,#2CAD80,reset,█
72,10,#2CB938,reset,█
73,10,#2CC4F0,reset,█
74,10,#2CD0A8,reset,█
75,10,#2CDC60,reset,█
76,10,#2CE818,reset,█
77,10,#2CF3D0,reset,█
78,10,#2CFF88,reset,█
79,10,#2D0B40,reset,█
80,10,#2D16F8,reset,█
81,10,#2D22B0,reset,█
82,10,#2D2E68,reset,█
83,10,#2D3A20,reset,█
84,10,#2D45D8,reset,█
85,10,#2D5190,reset,█
86,10,#2D5D48,reset,█
87,10,#2D6900,reset,█
88,10,#2D74B8,reset,█
89,10,#2D8070,reset,█
90,10,#2D8C28,reset,█
91,10,#2D97E0,reset,█
92,10,#2DA398,reset,█
93,10,#2DAF50,reset,█
94,10,#2DBB08,reset,█
95,10,#2DC6C0,reset,█
96,10,#2DD278,reset,█
97,10,#2DDE30,reset,█
98,10,#2DE9E8,reset,█
99,10,#2DF5A0,reset,█
100,10,#2E0158,reset,█
101,10,#2E0D10,reset,█
102,10,#2E18C8,reset,█
103,10,#2E2480,reset,█
104,10,#2E3038,reset,█
105,10,#2E3BF0,reset,█
106,10,#2E47A8,reset,█
107,10,#2E5360,reset,█
108,10,#2E5F18,reset,█
109,10,#2E6AD0,reset,█
110,10,#2E7688,reset,█
111,10,#2E8240,reset,█
112,10,#2E8DF8,reset,█
113,10,#2E99B0,reset,█
114,10,#2EA568,reset,█
115,10,#2EB120,reset,█
116,10,#2EBCD8,reset,█
117,10,#2EC890,reset,█
118,10,#2ED448,reset,█
119,10,#2EE000,reset,█
120,10,#2EEBB8,reset,█
121,10,#2EF770,reset,█
122,10,#2F0328,reset,█
123,10,#2F0EE0,reset,█
124,10,#2F1A98,reset,█
125,10,#2F2650,reset,█
126,10,#2F3208,reset,█
127,10,#2F3DC0,reset,█
128,10,#2F4978,reset,█
129,10,#2F5530,reset,█
130,10,#2F60E8,reset,█
131,10,#2F6CA0,reset,█
132,10,#2F7858,reset,█
133,10,#2F8410,reset,█
134,10,#2F8FC8,reset,█
135,10,#2F9B80,reset,█
136,10,#2FA738,reset,█
137,10,#2FB2F0,reset,█
138,10,#2FBEA8,reset,█
139,10,#2FCA60,reset,█
140,10,#2FD618,reset,█
141,10,#2FE1D0,reset,█
142,10,#2FED88,reset,█
143,10,#2FF940,reset,█
144,10,#3004F8,reset,█
145,10,#3010B0,reset,█
146,10,#301C68,reset,█
147,10,#302820,reset,█
148,10,#3033D8,reset,█
149,10,#303F90,reset,█
150,10,#304B48,reset,█
151,10,#305700,reset,█
152,10,#3062B8,reset,█
153,10,#306E70,reset,█
154,10,#307A28,reset,█
155,10,#3085E0,reset,█
156,10,#309198,reset,█
157,10,#309D50,reset,█
158,10,#30A908,reset,█
159,10,#30B4C0,reset,█
160,10,#30C078,reset,█
161,10,#30CC30,reset,█
162,10,#30D7E8,reset,█
163,10,#30E3A0,reset,█
164,10,#30EF58,reset,█
165,10,#30FB10,reset,█
166,10,#3106C8,reset,█
167,10,#311280,reset,█
168,10,#311E38,reset,█
169,10,#3129F0,reset,█
170,10,#3135A8,reset,█
171,10,#314160,reset,█
172,10,#314D18,reset,█
173,10,#3158D0,reset,█
174,10,#316488,reset,█
175,10,#317040,reset,█
176,10,#317BF8,reset,█
177,10,#3187B0,reset,█
178,10,#319368,reset,█
179,10,#319F20,reset,█
180,10,#31AAD8,reset,█
0,11,#31B690,reset,█
1,11,#31C248,reset,█
2,11,#31CE00,reset,█
3,11,#31D9B8,reset,█
4,11,#31E570,reset,█
5,11,#31F128,reset,█
6,11,#31FCE0,reset,█
7,11,#320898,reset,█
8,11,#321450,reset,█
9,11,#322008,reset,█
10,11,#322BC0,reset,█
11,11,#323778,reset,█
12,11,#324330,reset,█
13,11,#324EE8,reset,█
14,11,#325AA0,reset,█
15,11,#326658,reset,█
16,11,#327210,reset,█
17,11,#327DC8,reset,█
18,11,#328980,reset,█
19,11,#329538,reset,█
20,11,#32A0F0,reset,█
21,11,#32ACA8,reset,█
22,11,#32B860,reset,█
23,11,#32C418,reset,█
24,11,#32CFD0,reset,█
25,11,#32DB88,reset,█
26,11,#32E740,reset,█
27,11,#32F2F8,reset,█
28,11,#32FEB0,reset,█
29,11,#330A68,reset,█
30,11,#331620,reset,█
31,11,#3321D8,reset,█
32,11,#332D90,reset,█
33,11,#333948,reset,█
34,11,#334500,reset,█
35,11,#3350B8,reset,█
36,11,#335C70,reset,█
37,11,#336828,reset,█
38,11,#3373E0,reset,█
39,11,#337F98,reset,█
40,11,#338B50,reset,█
41,11,#339708,reset,█
42,11,#33A2C0,reset,█
43,11,#33AE78,reset,█
44,11,#33BA30,reset,█
45,11,#33C5E8,reset,█
46,11,#33D1A0,reset,█
47,11,#33DD58,reset,█
48,11,#33E910,reset,█
49,11,#33F4C8,reset,█
50,11,#340080,reset,█
51,11,#340C38,reset,█
52,11,#3417F0,reset,█
53,11,#3423A8,reset,█
54,11,#342F60,reset,█
55,11,#343B18,reset,█
56,11,#3446D0,reset,█
57,11,#345288,reset,█
58,11,#345E40,reset,█
59,11,#3469F8,reset,█
60,11,#3475B0,reset,█
61,11,#348168,reset,█
62,11,#348D20,reset,█
63,11,#3498D8,reset,█
64,11,#34A490,reset,█
65,11,#34B048,reset,█
66,11,#34BC00,reset,█
67,11,#34C7B8,reset,█
68,11,#34D370,reset,█
69,11,#34DF28,reset,█
70,11,#34EAE0,reset,█
71,11,#34F698,reset,█
72,11,#350250,reset,█
73,11,#350E08,reset,█
74,11,#3519C0,reset,█
75,11,#352578,reset,█
76,11,#353130,reset,█
77,11,#353CE8,reset,█
78,11,#3548A0,reset,█
79,11,#355458,reset,█
80,11,#356010,reset,█
81,11,#356BC8,reset,█
82,11,#357780,reset,█
83,11,#358338,reset,█
84,11,#358EF0,reset,█
85,11,#359AA8,reset,█
86,11,#35A660,reset,█
87,11,#35B218,reset,█
88,11,#35BDD0,reset,█
89,11,#35C988,reset,█
90,11,#35D540,reset,█
91,11,#35E0F8,reset,█
92,11,#35ECB0,reset,█
93,11,#35F868,reset,█
94,11,#360420,reset,█
95,11,#360FD8,reset,█
96,11,#361B90,reset,█
97,11,#362748,reset,█
98,11,#363300,reset,█
99,11,#363EB8,reset,█
100,11,#364A70,reset,█
101,11,#365628,reset,█
102,11,#3661E0,reset,█
103,11,#366D98,reset,█
104,11,#367950,reset,█
105,11,#368508,reset,█
106,11,#3690C0,reset,█
107,11,#369C78,reset,█
108,11,#36A830,reset,█
109,11,#36B3E8,reset,█
110,11,#36BFA0,reset,█
111,11,#36CB58,reset,█
112,11,#36D710,reset,█
113,11,#36E2C8,reset,█
114,11,#36EE80,reset,█
115,11,#36FA38,reset,█
116,11,#3705F0,reset,█
117,11,#3711A8,reset,█
118,11,#371D60,reset,█
119,11,#372918,reset,█
120,11,#3734D0,reset,█
121,11,#374088,reset,█
122,11,#374C40,reset,█
123,11,#3757F8,reset,█
124,11,#3763B0,reset,█
125,11,#376F68,reset,█
126,11,#377B20,reset,█
127,11,#3786D8,reset,█
128,11,#379290,reset,█
129,11,#379E48,reset,█
130,11,#37AA00,reset,█
131,11,#37B5B8,reset,█
132,11,#37C170,reset,█
133,11,#37CD28,reset,█
134,11,#37D8E0,reset,█
135,11,#37E498,reset,█
136,11,#37F050,reset,█
137,11,#37FC08,reset,█
138,11,#3807C0,reset,█
139,11,#381378,reset,█
140,11,#381F30,reset,█
141,11,#382AE8,reset,█
142,11,#3836A0,reset,█
143,11,#384258,reset,█
144,11,#384E10,reset,█
145,11,#3859C8,reset,█
146,11,#386580,reset,█
147,11,#387138,reset,█
148,11,#387CF0,reset,█
149,11,#3888A8,reset,█
150,11,#389460,reset,█
151,11,#38A018,reset,█
152,11,#38ABD0,reset,█
153,11,#38B788,reset,█
154,11,#38C340,reset,█
155,11,#38CEF8,reset,█
156,11,#38DAB0,reset,█
157,11,#38E668,reset,█
158,11,#38F220,reset,█
159,11,#38FDD8,reset,█
160,11,#390990,reset,█
161,11,#391548,reset,█
162,11,#392100,reset,█
163,11,#392CB8,reset,█
164,11,#393870,reset,█
165,11,#394428,reset,█
166,11,#394FE0,reset,█
167,11,#395B98,reset,█
168,11,#396750,reset,█
169,11,#397308,reset,█
170,11,#397EC0,reset,█
171,11,#398A78,reset,█
172,11,#399630,reset,█
173,11,#39A1E8,reset,█
174,11,#39ADA0,reset,█
175,11,#39B958,reset,█
176,11,#39C510,reset,█
177,11,#39D0C8,reset,█
178,11,#39DC80,reset,█
179,11,#39E838,reset,█
180,11,#39F3F0,reset,█
0,12,#39FFA8,reset,█
1,12,#3A0B60,reset,█
2,12,#3A1718,reset,█
3,12,#3A22D0,reset,█
4,12,#3A2E88,reset,█
5,12,#3A3A40,reset,█
6,12,#3A45F8,reset,█
7,12,#3A51B0,reset,█
8,12,#3A5D68,reset,█
9,12,#3A6920,reset,█
10,12,#3A74D8,reset,█
11,12,#3A8090,reset,█
12,12,#3A8C48,reset,█
13,12,#3A9800,reset,█
14,12,#3AA3B8,reset,█
15,12,#3AAF70,reset,█
16,12,#3ABB28,reset,█
17,12,#3AC6E0,reset,█
18,12,#3AD298,reset,█
19,12,#3ADE50,reset,█
20,12,#3AEA08,reset,█
21,12,#3AF5C0,reset,█
22,12,#3B0178,reset,█
23,12,#3B0D30,reset,█
24,12,#3B18E8,reset,█
25,12,#3B24A0,reset,█
26,12,#3B3058,reset,█
27,12,#3B3C10,reset,█
28,12,#3B47C8,reset,█
29,12,#3B5380,reset,█
30,12,#3B5F38,reset,█
31,12,#3B6AF0,reset,█
32,12,#3B76A8,reset,█
33,12,#3B8260,reset,█
34,12,#3B8E18,reset,█
35,12,#3B99D0,reset,█
36,12,#3BA588,reset,█
37,12,#3BB140,reset,█
38,12,#3BBCF8,reset,█
39,12,#3BC8B0,reset,█
40,12,#3BD468,reset,█
41,12,#3BE020,reset,█
42,12,#3BEBD8,reset,█
43,12,#3BF790,reset,█
44,12,#3C0348,reset,█
45,12,#3C0F00,reset,█
46,12,#3C1AB8,reset,█
47,12,#3C2670,reset,█
48,12,#3C3228,reset,█
49,12,#3C3DE0,reset,█
50,12,#3C4998,reset,█
51,12,#3C5550,reset,█
52,12,#3C6108,reset,█
53,12,#3C6CC0,reset,█
54,12,#3C7878,reset,█
55,12,#3C8430,reset,█
56,12,#3C8FE8,reset,█
57,12,#3C9BA0,reset,█
58,12,#3CA758,reset,█
59,12,#3CB310,reset,█
60,12,#3CBEC8,reset,█
61,12,#3CCA80,reset,█
62,12,#3CD638,reset,█
63,12,#3CE1F0,reset,█
64,12,#3CEDA8,reset,█
65,12,#3CF960,reset,█
66,12,#3D0518,reset,█
67,12,#3D10D0,reset,█
68,12,#3D1C88,reset,█
69,12,#3D2840,reset,█
70,12,#3D33F8,reset,█
71,12,#3D3FB0,reset,█
72,12,#3D4B68,reset,█
73,12,#3D5720,reset,█
74,12,#3D62D8,reset,█
75,12,#3D6E90,reset,█
76,12,#3D7A48,reset,█
77,12,#3D8600,reset,█
78,12,#3D91B8,reset,█
79,12,#3D9D70,reset,█
80,12,#3DA928,reset,█
81,12,#3DB4E0,reset,█
82,12,#3DC098,reset,█
83,12,#3DCC50,reset,█
84,12,#3DD808,reset,█
85,12,#3DE3C0,reset,█
86,12,#3DEF78,reset,█
87,12,#3DFB30,reset,█
88,12,#3E06E8,reset,█
89,12,#3E12A0,reset,█
90,12,#3E1E58,reset,█
91,12,#3E2A10,reset,█
92,12,#3E35C8,reset,█
93,12,#3E4180,reset,█
94,12,#3E4D38,reset,█
95,12,#3E58F0,reset,█
96,12,#3E64A8,reset,█
97,12,#3E7060,reset,█
98,12,#3E7C18,reset,█
99,12,#3E87D0,reset,█
100,12,#3E9388,reset,█
101,12,#3E9F40,reset,█
102,12,#3EAAF8,reset,█
103,12,#3EB6B0,reset,█
104,12,#3EC268,reset,█
105,12,#3ECE20,reset,█
106,12,#3ED9D8,reset,█
107,12,#3EE590,reset,█
108,12,#3EF148,reset,█
109,12,#3EFD00,reset,█
110,12,#3F08B8,reset,█
111,12,#3F1470,reset,█
112,12,#3F2028,reset,█
113,12,#3F2BE0,reset,█
114,12,#3F3798,reset,█
115,12,#3F4350,reset,█
116,12,#3F4F08,reset,█
117,12,#3F5AC0,reset,█
118,12,#3F6678,reset,█
119,12,#3F7230,reset,█
120,12,#3F7DE8,reset,█
121,12,#3F89A0,reset,█
122,12,#3F9558,reset,█
123,12,#3FA110,reset,█
124,12,#3FACC8,reset,█
125,12,#3FB880,reset,█
126,12,#3FC438,reset,█
127,12,#3FCFF0,reset,█
128,12,#3FDBA8,reset,█
129,12,#3FE760,reset,█
130,12,#3FF318,reset,█
131,12,#3FFED0,reset,█
132,12,#400A88,reset,█
133,12,#401640,reset,█
134,12,#4021F8,reset,█
135,12,#402DB0,reset,█
136,12,#403968,reset,█
137,12,#404520,reset,█
138,12,#4050D8,reset,█
139,12,#405C90,reset,█
140,12,#406848,reset,█
141,12,#407400,reset,█
142,12,#407FB8,reset,█
143,12,#408B70,reset,█
144,12,#409728,reset,█
145,12,#40A2E0,reset,█
146,12,#40AE98,reset,█
147,12,#40BA50,reset,█
148,12,#40C608,reset,█
149,12,#40D1C0,reset,█
150,12,#40DD78,reset,█
151,12,#40E930,reset,█
152,12,#40F4E8,reset,█
153,12,#4100A0,reset,█
154,12,#410C58,reset,█
155,12,#411810,reset,█
156,12,#4123C8,reset,█
157,12,#412F80,reset,█
158,12,#413B38,reset,█
159,12,#4146F0,reset,█
160,12,#4152A8,reset,█
161,12,#415E60,reset,█
162,12,#416A18,reset,█
163,12,#4175D0,reset,█
164,12,#418188,reset,█
165,12,#418D40,reset,█
166,12,#4198F8,reset,█
167,12,#41A4B0,reset,█
168,12,#41B068,reset,█
169,12,#41BC20,reset,█
170,12,#41C7D8,reset,█
171,12,#41D390,reset,█
172,12,#41DF48,reset,█
173,12,#41EB00,reset,█
174,12,#41F6B8,reset,█
175,12,#420270,reset,█
176,12,#420E28,reset,█
177,12,#4219E0,reset,█
178,12,#422598,reset,█
179,12,#423150,reset,█
180,12,#423D08,reset,█
0,13,#4248C0,reset,█
1,13,#425478,reset,█
2,13,#426030,reset,█
3,13,#426BE8,reset,█
4,13,#4277A0,reset,█
5,13,#428358,reset,█
6,13,#428F10,reset,█
7,13,#429AC8,reset,█
8,13,#42A680,reset,█
9,13,#42B238,reset,█
10,13,#42BDF0,reset,█
11,13,#42C9A8,reset,█
12,13,#42D560,reset,█
13,13,#42E118,reset,█
14,13,#42ECD0,reset,█
15,13,#42F888,reset,█
16,13,#430440,reset,█
17,13,#430FF8,reset,█
18,13,#431BB0,reset,█
19,13,#432768,reset,█
20,13,#433320,reset,█
21,13,#433ED8,reset,█
22,13,#434A90,reset,█
23,13,#435648,reset,█
24,13,#436200,reset,█
25,13,#436DB8,reset,█
26,13,#437970,reset,█
27,13,#438528,reset,█
28,13,#4390E0,reset,█
29,13,#439C98,reset,█
30,13,#43A850,reset,█
31,13,#43B408,reset,█
32,13,#43BFC0,reset,█
33,13,#43CB78,reset,█
34,13,#43D730,reset,█
35,13,#43E2E8,reset,█
36,13,#43EEA0,reset,█
37,13,#43FA58,reset,█
38,13,#440610,reset,█
39,13,#4411C8,reset,█
40,13,#441D80,reset,█
41,13,#442938,reset,█
42,13,#4434F0,reset,█
43,13,#4440A8,reset,█
44,13,#444C60,reset,█
45,13,#445818,reset,█
46,13,#4463D0,reset,█
47,13,#446F88,reset,█
48,13,#447B40,reset,█
49,13,#4486F8,reset,█
50,13,#4492B0,reset,█
51,13,#449E68,reset,█
52,13,#44AA20,reset,█
53,13,#44B5D8,reset,█
54,13,#44C190,reset,█
55,13,#44CD48,reset,█
56,13,#44D900,reset,█
57,13,#44E4B8,reset,█
58,13,#44F070,reset,█
59,13,#44FC28,reset,█
60,13,#4507E0,reset,█
61,13,#451398,reset,█
62,13,#451F50,reset,█
63,13,#452B08,reset,█
64,13,#4536C0,reset,█
65,13,#454278,reset,█
66,13,#454E30,reset,█
67,13,#4559E8,reset,█
68,13,#4565A0,reset,█
69,13,#457158,reset,█
70,13,#457D10,reset,█
71,13,#4588C8,reset,█
72,13,#459480,reset,█
73,13,#45A038,reset,█
74,13,#45ABF0,reset,█
75,13,#45B7A8,reset,█
76,13,#45C360,reset,█
77,13,#45CF18,reset,█
78,13,#45DAD0,reset,█
79,13,#45E688,reset,█
80,13,#45F240,reset,█
81,13,#45FDF8,reset,█
82,13,#4609B0,reset,█
83,13,#461568,reset,█
84,13,#462120,reset,█
85,13,#462CD8,reset,█
86,13,#463890,reset,█
87,13,#464448,reset,█
88,13,#465000,reset,█
89,13,#465BB8,reset,█
90,13,#466770,reset,█
91,13,#467328,reset,█
92,13,#467EE0,reset,█
93,13,#468A98,reset,█
94,13,#469650,reset,█
95,13,#46A208,reset,█
96,13,#46ADC0,reset,█
97,13,#46B978,reset,█
98,13,#46C530,reset,█
99,13,#46D0E8,reset,█
100,13,#46DCA0,reset,█
101,13,#46E858,reset,█
102,13,#46F410,reset,█
103,13,#46FFC8,reset,█
104,13,#470B80,reset,█
105,13,#471738,reset,█
106,13,#4722F0,reset,█
107,13,#472EA8,reset,█
108,13,#473A60,reset,█
109,13,#474618,reset,█
110,13,#4751D0,reset,█
111,13,#475D88,reset,█
112,13,#476940,reset,█
113,13,#4774F8,reset,█
114,13,#4780B0,reset,█
115,13,#478C68,reset,█
116,13,#479820,reset,█
117,13,#47A3D8,reset,█
118,13,#47AF90,reset,█
119,13,#47BB48,reset,█
120,13,#47C700,reset,█
121,13,#47D2B8,reset,█
122,13,#47DE70,reset,█
123,13,#47EA28,reset,█
124,13,#47F5E0,reset,█
125,13,#480198,reset,█
126,13,#480D50,reset,█
127,13,#481908,reset,█
128,13,#4824C0,reset,█
129,13,#483078,reset,█
130,13,#483C30,reset,█
131,13,#4847E8,reset,█
132,13,#4853A0,reset,█
133,13,#485F58,reset,█
134,13,#486B10,reset,█
135,13,#4876C8,reset,█
136,13,#488280,reset,█
137,13,#488E38,reset,█
138,13,#4899F0,reset,█
139,13,#48A5A8,reset,█
140,13,#48B160,reset,█
141,13,#48BD18,reset,█
142,13,#48C8D0,reset,█
143,13,#48D488,reset,█
144,13,#48E040,reset,█
145,13,#48EBF8,reset,█
146,13,#48F7B0,reset,█
147,13,#490368,reset,█
148,13,#490F20,reset,█
149,13,#491AD8,reset,█
150,13,#492690,reset,█
151,13,#493248,reset,█
152,13,#493E00,reset,█
153,13,#4949B8,reset,█
154,13,#495570,reset,█
155,13,#496128,reset,█
156,13,#496CE0,reset,█
157,13,#497898,reset,█
158,13,#498450,reset,█
159,13,#499008,reset,█
160,13,#499BC0,reset,█
161,13,#49A778,reset,█
162,13,#49B330,reset,█
163,13,#49BEE8,reset,█
164,13,#49CAA0,reset,█
165,13,#49D658,reset,█
166,13,#49E210,reset,█
167,13,#49EDC8,reset,█
168,13,#49F980,reset,█
169,13,#4A0538,reset,█
170,13,#4A10F0,reset,█
171,13,#4A1CA8,reset,█
172,13,#4A2860,reset,█
173,13,#4A3418,reset,█
174,13,#4A3FD0,reset,█
175,13,#4A4B88,reset,█
176,13,#4A5740,reset,█
177,13,#4A62F8,reset,█
178,13,#4A6EB0,reset,█
179,13,#4A7A68,reset,█
180,13,#4A8620,reset,█
0,14,#4A91D8,reset,█
1,14,#4A9D90,reset,█
2,14,#4AA948,reset,█
3,14,#4AB500,reset,█
4,14,#4AC0B8,reset,█
5,14,#4ACC70,reset,█
6,14,#4AD828,reset,█
7,14,#4AE3E0,reset,█
8,14,#4AEF98,reset,█
9,14,#4AFB50,reset,█
10,14,#4B0708,reset,█
11,14,#4B12C0,reset,█
12,14,#4B1E78,reset,█
13,14,#4B2A30,reset,█
14,14,#4B35E8,reset,█
15,14,#4B41A0,reset,█
16,14,#4B4D58,reset,█
17,14,#4B5910,reset,█
18,14,#4B64C8,reset,█
19,14,#4B7080,reset,█
20,14,#4B7C38,reset,█
21,14,#4B87F0,reset,█
22,14,#4B93A8,reset,█
23,14,#4B9F60,reset,█
24,14,#4BAB18,reset,█
25,14,#4BB6D0,reset,█
26,14,#4BC288,reset,█
27,14,#4BCE40,reset,█
28,14,#4BD9F8,reset,█
29,14,#4BE5B0,reset,█
30,14,#4BF168,reset,█
31,14,#4BFD20,reset,█
32,14,#4C08D8,reset,█
33,14,#4C1490,reset,█
34,14,#4C2048,reset,█
35,14,#4C2C00,reset,█
36,14,#4C37B8,reset,█
37,14,#4C4370,reset,█
38,14,#4C4F28,reset,█
39,14,#4C5AE0,reset,█
40,14,#4C6698,reset,█
41,14,#4C7250,reset,█
42,14,#4C7E08,reset,█
43,14,#4C89C0,reset,█
44,14,#4C9578,reset,█
45,14,#4CA130,reset,█
46,14,#4CACE8,reset,█
47,14,#4CB8A0,reset,█
48,14,#4CC458,reset,█
49,14,#4CD010,reset,█
50,14,#4CDBC8,reset,█
51,14,#4CE780,reset,█
52,14,#4CF338,reset,█
53,14,#4CFEF0,reset,█
54,14,#4D0AA8,reset,█
55,14,#4D1660,reset,█
56,14,#4D2218,reset,█
57,14,#4D2DD0,reset,█
58,14,#4D3988,reset,█
59,14,#4D4540,reset,█
60,14,#4D50F8,reset,█
61,14,#4D5CB0,reset,█
62,14,#4D6868,reset,█
63,14,#4D7420,reset,█
64,14,#4D7FD8,reset,█
65,14,#4D8B90,reset,█
66,14,#4D9748,reset,█
67,14,#4DA300,reset,█
68,14,#4DAEB8,reset,█
69,14,#4DBA70,reset,█
70,14,#4DC628,reset,█
71,14,#4DD1E0,reset,█
72,14,#4DDD98,reset,█
73,14,#4DE950,reset,█
74,14,#4DF508,reset,█
75,14,#4E00C0,reset,█
76,14,#4E0C78,reset,█
77,14,#4E1830,reset,█
78,14,#4E23E8,reset,█
79,14,#4E2FA0,reset,█
80,14,#4E3B58,reset,█
81,14,#4E4710,reset,█
82,14,#4E52C8,reset,█
83,14,#4E5E80,reset,█
84,14,#4E6A38,reset,█
85,14,#4E75F0,reset,█
86,14,#4E81A8,reset,█
87,14,#4E8D60,reset,█
88,14,#4E9918,reset,█
89,14,#4EA4D0,reset,█
90,14,#4EB088,reset,█
91,14,#4EBC40,reset,█
92,14,#4EC7F8,reset,█
93,14,#4ED3B0,reset,█
94,14,#4EDF68,reset,█
95,14,#4EEB20,reset,█
96,14,#4EF6D8,reset,█
97,14,#4F0290,reset,█
98,14,#4F0E48,reset,█
99,14,#4F1A00,reset,█
100,14,#4F25B8,reset,█
101,14,#4F3170,reset,█
102,14,#4F3D28,reset,█
103,14,#4F48E0,reset,█
104,14,#4F5498,reset,█
105,14,#4F6050,reset,█
106,14,#4F6C08,reset,█
107,14,#4F77C0,reset,█
108,14,#4F8378,reset,█
109,14,#4F8F30,reset,█
110,14,#4F9AE8,reset,█
111,14,#4FA6A0,reset,█
112,14,#4FB258,reset,█
113,14,#4FBE10,reset,█
114,14,#4FC9C8,reset,█
115,14,#4FD580,reset,█
116,14,#4FE138,reset,█
117,14,#4FECF0,reset,█
118,14,#4FF8A8,reset,█
119,14,#500460,reset,█
120,14,#501018,reset,█
121,14,#501BD0,reset,█
122,14,#502788,reset,█
123,14,#503340,reset,█
124,14,#503EF8,reset,█
125,14,#504AB0,reset,█
126,14,#505668,reset,█
127,14,#506220,reset,█
128,14,#506DD8,reset,█
129,14,#507990,reset,█
130,14,#508548,reset,█
131,14,#509100,reset,█
132,14,#509CB8,reset,█
133,14,#50A870,reset,█
134,14,#50B428,reset,█
135,14,#50BFE0,reset,█
136,14,#50CB98,reset,█
137,14,#50D750,reset,█
138,14,#50E308,reset,█
139,14,#50EEC0,reset,█
140,14,#50FA78,reset,█
141,14,#510630,reset,█
142,14,#5111E8,reset,█
143,14,#511DA0,reset,█
144,14,#512958,reset,█
145,14,#513510,reset,█
146,14,#5140C8,reset,█
147,14,#514C80,reset,█
148,14,#515838,reset,█
149,14,#5163F0,reset,█
150,14,#516FA8,reset,█
151,14,#517B60,reset,█
152,14,#518718,reset,█
153,14,#5192D0,reset,█
154,14,#519E88,reset,█
155,14,#51AA40,reset,█
156,14,#51B5F8,reset,█
157,14,#51C1B0,reset,█
158,14,#51CD68,reset,█
159,14,#51D920,reset,█
160,14,#51E4D8,reset,█
161,14,#51F090,reset,█
162,14,#51FC48,reset,█
163,14,#520800,reset,█
164,14,#5213B8,reset,█
165,14,#521F70,reset,█
166,14,#522B28,reset,█
167,14,#5236E0,reset,█
168,14,#524298,reset,█
169,14,#524E50,reset,█
170,14,#525A08,reset,█
171,14,#5265C0,reset,█
172,14,#527178,reset,█
173,14,#527D30,reset,█
174,14,#5288E8,reset,█
175,14,#5294A0,reset,█
176,14,#52A058,reset,█
177,14,#52AC10,reset,█
178,14,#52B7C8,reset,█
179,14,#52C380,reset,█
180,14,#52CF38,reset,█
0,15,#52DAF0,reset,█
1,15,#52E6A8,reset,█
2,15,#52F260,reset,█
3,15,#52FE18,reset,█
4,15,#5309D0,reset,█
5,15,#531588,reset,█
6,15,#532140,reset,█
7,15,#532CF8,reset,█
8,15,#5338B0,reset,█
9,15,#534468,reset,█
10,15,#535020,reset,█
11,15,#535BD8,reset,█
12,15,#536790,reset,█
13,15,#537348,reset,█
14,15,#537F00,reset,█
15,15,#538AB8,reset,█
16,15,#539670,reset,█
17,15,#53A228,reset,█
18,15,#53ADE0,reset,█
19,15,#53B998,reset,█
20,15,#53C550,reset,█
21,15,#53D108,reset,█
22,15,#53DCC0,reset,█
23,15,#53E878,reset,█
24,15,#53F430,reset,█
25,15,#53FFE8,reset,█
26,15,#540BA0,reset,█
27,15,#541758,reset,█
28,15,#542310,reset,█
29,15,#542EC8,reset,█
30,15,#543A80,reset,█
31,15,#544638,reset,█
32,15,#5451F0,reset,█
33,15,#545DA8,reset,█
34,15,#546960,reset,█
35,15,#547518,reset,█
36,15,#5480D0,reset,█
37,15,#548C88,reset,█
38,15,#549840,reset,█
39,15,#54A3F8,reset,█
40,15,#54AFB0,reset,█
41,15,#54BB68,reset,█
42,15,#54C720,reset,█
43,15,#54D2D8,reset,█
44,15,#54DE90,reset,█
45,15,#54EA48,reset,█
46,15,#54F600,reset,█
47,15,#5501B8,reset,█
48,15,#550D70,reset,█
49,15,#551928,reset,█
50,15,#5524E0,reset,█
51,15,#553098,reset,█
52,15,#553C50,reset,█
53,15,#554808,reset,█
54,15,#5553C0,reset,█
55,15,#555F78,reset,█
56,15,#556B30,reset,█
57,15,#5576E8,reset,█
58,15,#5582A0,reset,█
59,15,#558E58,reset,█
60,15,#559A10,reset,█
61,15,#55A5C8,reset,█
62,15,#55B180,reset,█
63,15,#55BD38,reset,█
64,15,#55C8F0,reset,█
65,15,#55D4A8,reset,█
66,15,#55E060,reset,█
67,15,#55EC18,reset,█
